Adresse;Name;Größe
"$03D18";"IMM allgemein Timeout   Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03738";"K15 Plaus. nach Init.  Zeit bis endgueltig defekt";"1x1"
"$0373A";"K15 Plaus. nach Init.  Zeit bis endgueltig geheilt";"1x1"
"$0373C";"K15 Plaus. nach Init.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$06D98";"KAT Regelabweichung ,    Zeit bis endgueltig defekt";"1x1"
"$06D9A";"KAT Regelabweichung ,    Zeit bis endgueltig geheilt";"1x1"
"$06D9C";"KAT Regelabweichung ,    Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03A40";"KLI Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$03A42";"KLI Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$03A44";"KLI Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03A46";"KLI Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$03A48";"KLI Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$03A4A";"KLI Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0346C";"KTF SRC oben  Zeit bis endgueltig defekt";"1x1"
"$0346E";"KTF SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03470";"KTF SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03466";"KTF SRC unten  Zeit bis endgueltig defekt";"1x1"
"$03468";"KTF SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$0346A";"KTF SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03BDE";"KUP Plaus.  Zeit bis endgueltig defekt";"1x1"
"$03BE0";"KUP Plaus.  Zeit bis endgueltig geheilt";"1x1"
"$03BE2";"KUP Plaus.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03CD4";"KWH Gen. Last 0%  Zeit bis endgueltig defekt";"1x1"
"$03CD6";"KWH Gen. Last 0%  Zeit bis endgueltig geheilt";"1x1"
"$03CD8";"KWH Gen. Last 0%  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03CAC";"KWH Heizel. Plaus.  Zeit bis endgueltig defekt";"1x1"
"$03CAE";"KWH Heizel. Plaus.  Zeit bis endgueltig geheilt";"1x1"
"$03CB0";"KWH Heizel. Plaus.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$034F6";"LDF-Speisung SRC oben  Zeit bis endgueltig defekt";"1x1"
"$034F8";"LDF-Speisung SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$034FA";"LDF-Speisung SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$034F0";"LDF-Speisung SRC unten  Zeit bis endgueltig defekt";"1x1"
"$034F2";"LDF-Speisung SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$034F4";"LDF-Speisung SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03502";"LDF-Schleifer SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03504";"LDF-Schleifer SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03506";"LDF-Schleifer SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$034FC";"LDF-Schleifer SRC unten  Zeit bis endgueltig defekt";"1x1"
"$034FE";"LDF-Schleifer SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$03500";"LDF-Schleifer SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03508";"LDF-Plaus. mit ADF  Zeit bis endgueltig defekt";"1x1"
"$0350A";"LDF-Plaus. mit ADF  Zeit bis endgueltig geheilt";"1x1"
"$0350C";"LDF-Plaus. mit ADF  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$038A2";"LDK Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$038A4";"LDK Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$038A6";"LDK Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$038A8";"LDK Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$038AA";"LDK Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$038AC";"LDK Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03846";"LDS Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$03848";"LDS Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$0384A";"LDS Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0384C";"LDS Leerlauf Zeit bis endgueltig defekt";"1x1"
"$0384E";"LDS Leerlauf Zeit bis endgueltig geheilt";"1x1"
"$03850";"LDS Leerlauf Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0387A";"LDS neg. RA  Zeit bis endgueltig defekt";"1x1"
"$0387C";"LDS neg. RA  Zeit bis endgueltig geheilt";"1x1"
"$0387E";"LDS neg. RA  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03874";"LDS pos. RA  Zeit bis endgueltig defekt";"1x1"
"$03876";"LDS pos. RA  Zeit bis endgueltig geheilt";"1x1"
"$03878";"LDS pos. RA  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03564";"LMM-Speisung SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03566";"LMM-Speisung SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03568";"LMM-Speisung SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0355E";"LMM-Speisung SRC unten  Zeit bis endgueltig defekt";"1x1"
"$03560";"LMM-Speisung SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$03562";"LMM-Speisung SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03570";"LMM-Schleifer SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03572";"LMM-Schleifer SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03574";"LMM-Schleifer SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0356A";"LMM-Schleifer SRC unten  Zeit bis endgueltig defekt";"1x1"
"$0356C";"LMM-Schleifer SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$0356E";"LMM-Schleifer SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03576";"LMM-Plaus.  Zeit bis endgueltig defekt";"1x1"
"$03578";"LMM-Plaus.  Zeit bis endgueltig geheilt";"1x1"
"$0357A";"LMM-Plaus.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03410";"LTF SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03412";"LTF SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03414";"LTF SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0340A";"LTF SRC unten  Zeit bis endgueltig defekt";"1x1"
"$0340C";"LTF SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$0340E";"LTF SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$036A2";"ME-Stellwerk neg. RA kalt  Zeit bis endgueltig defekt";"1x1"
"$036A4";"ME-Stellwerk neg. RA kalt  Zeit bis endgueltig geheilt";"1x1"
"$036A6";"ME-Stellwerk neg. RA kalt  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$036A8";"ME-Stellwerk neg. RA warm  Zeit bis endgueltig defekt";"1x1"
"$036AA";"ME-Stellwerk neg. RA warm  Zeit bis endgueltig geheilt";"1x1"
"$036AC";"ME-Stellwerk neg. RA warm  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03696";"ME-Stellwerk pos. RA kalt  Zeit bis endgueltig defekt";"1x1"
"$03698";"ME-Stellwerk pos. RA kalt  Zeit bis endgueltig geheilt";"1x1"
"$0369A";"ME-Stellwerk pos. RA kalt  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0369C";"ME-Stellwerk pos. RA warm  Zeit bis endgueltig defekt";"1x1"
"$0369E";"ME-Stellwerk pos. RA warm  Zeit bis endgueltig geheilt";"1x1"
"$036A0";"ME-Stellwerk pos. RA warm  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$038FE";"ML1 Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$03900";"ML1 Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$03902";"ML1 Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03904";"ML1 Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$03906";"ML1 Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$03908";"ML1 Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0395A";"ML2 Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$0395C";"ML2 Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$0395E";"ML2 Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03960";"ML2 Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$03962";"ML2 Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$03964";"ML2 Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03D70";"MSR-Botschafts-Ausfall Ereignisse bis endgueltig defekt";"1x1"
"$03D72";"MSR-Botschafts-Ausfall Ereignisse bis endgueltig geheilt";"1x1"
"$03D74";"MSR-Botschafts-Ausfall Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$039B6";"MVS Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$039B8";"MVS Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$039BA";"MVS Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$039BC";"MVS Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$039BE";"MVS Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$039C0";"MVS Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03356";"NBF SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03358";"NBF SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$0335A";"NBF SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03350";"NBF SRC unten  Zeit bis endgueltig defekt";"1x1"
"$03352";"NBF SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$03354";"NBF SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0349A";"NX1 SRC oben  Zeit bis endgueltig defekt";"1x1"
"$0349C";"NX1 SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$0349E";"NX1 SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03494";"NX1 SRC unten  Zeit bis endgueltig defekt";"1x1"
"$03496";"NX1 SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$03498";"NX1 SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$034C8";"NX2 SRC oben  Zeit bis endgueltig defekt";"1x1"
"$034CA";"NX2 SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$034CC";"NX2 SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$034C2";"NX2 SRC unten  Zeit bis endgueltig defekt";"1x1"
"$034C4";"NX2 SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$034C6";"NX2 SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03384";"PWG-Speisung SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03386";"PWG-Speisung SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03388";"PWG-Speisung SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0337E";"PWG-Speisung SRC unten  Zeit bis endgueltig defekt";"1x1"
"$03380";"PWG-Speisung SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$03382";"PWG-Speisung SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03390";"PWG-Schleifer SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03392";"PWG-Schleifer SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03394";"PWG-Schleifer SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0338A";"PWG-Schleifer SRC unten  Zeit bis endgueltig defekt";"1x1"
"$0338C";"PWG-Schleifer SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$0338E";"PWG-Schleifer SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$033A8";"PWG-Plaus. allgemein  Zeit bis endgueltig defekt";"1x1"
"$033AA";"PWG-Plaus. allgemein  Zeit bis endgueltig geheilt";"1x1"
"$033AC";"PWG-Plaus. allgemein  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$033A2";"PWG-Plaus. mit BRE  Zeit bis endgueltig defekt";"1x1"
"$033A4";"PWG-Plaus. mit BRE  Zeit bis endgueltig geheilt";"1x1"
"$033A6";"PWG-Plaus. mit BRE  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03396";"PWG-Plaus. mit LGS  Zeit bis endgueltig defekt";"1x1"
"$03398";"PWG-Plaus. mit LGS  nicht aendern";"1x1"
"$0339A";"PWG-Plaus. mit LGS  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0339C";"PWG-Plaus. mit Poti  Zeit bis endgueltig defekt";"1x1"
"$0339E";"PWG-Plaus. mit Poti  nicht aendern";"1x1"
"$033A0";"PWG-Plaus. mit Poti  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0392C";"RR1 Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$0392E";"RR1 Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$03930";"RR1 Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03932";"RR1 Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$03934";"RR1 Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$03936";"RR1 Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0366E";"uC GA Kommunikation unentprellt Zeit bis endgueltig defekt";"1x1"
"$03670";"uC GA Kommunikation unentprellt Zeit bis endgueltig geheilt";"1x1"
"$03672";"uC GA Kommunikation unentprellt Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03662";"uC RECOVERY aufgetreten Defekterkennungs-Zeit";"1x1"
"$03664";"uC Recovery aufgetreten Intakterkennungs-Zeit";"1x1"
"$03666";"uC Recovery aufgetreten zeit-/ereignisgesteuert, loeschbar";"1x1"
"$0365C";"uC red. Schubueberwachung  Zeit bis endgueltig defekt";"1x1"
"$0365E";"uC red. Schubueberwachung  Zeit bis endgueltig geheilt";"1x1"
"$03660";"uC red. Schubueberwachung  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03668";"uC GA Kommunikation  Zeit bis endgueltig defekt";"1x1"
"$0366A";"uC GA Kommunikation  Zeit bis endgueltig geheilt";"1x1"
"$0366C";"uC GA Kommunikation  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03656";"uC GA Mengenstopp  Zeit bis endgueltig defekt";"1x1"
"$03658";"uC GA Mengenstopp  Zeit bis endgueltig geheilt";"1x1"
"$0365A";"uC GA Mengenstopp  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0381E";"SBR neg. RA  Zeit bis endgueltig defekt";"1x1"
"$03820";"SBR neg. RA  Zeit bis endgueltig geheilt";"1x1"
"$03822";"SBR neg. RA  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03818";"SBR pos. RA  Zeit bis endgueltig defekt";"1x1"
"$0381A";"SBR pos. RA  Zeit bis endgueltig geheilt";"1x1"
"$0381C";"SBR pos. RA  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$032EE";"SEK_N dyn. Plausibilitaet  Zeit bis endgueltig defekt";"1x1"
"$032F0";"SEK_N dyn. Plausibilitaet  Zeit bis endgueltig geheilt";"1x1"
"$032F2";"SEK_N dyn. Plausibilitaet  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$032F4";"SEK_N stat. Plausibilitaet  Zeit 0 - nicht aendern";"1x1"
"$032F6";"SEK_N stat. Plausibilitaet  Zeit bis endgueltig geheilt";"1x1"
"$032F8";"SEK_N stat. Plausibilitaet  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$032FA";"SEK_N Ueberdrehzahlerkennung  Zeit bis endgueltig defekt";"1x1"
"$032FC";"SEK Ueberdrehzahlerkennung  Zeit bis endgueltig geheilt";"1x1"
"$032FE";"SEK_N Ueberdrehzahlerkennung  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$036DC";"Stabi oben  Zeit bis endgueltig defekt";"1x1"
"$036DE";"Stabi oben  Zeit bis endgueltig geheilt";"1x1"
"$036E0";"Stabi oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$036D6";"Stabi unten  Zeit bis endgueltig defekt";"1x1"
"$036D8";"Stabi unten  Zeit bis endgueltig geheilt";"1x1"
"$036DA";"Stabi unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$036D0";"Zeit bis endgueltig defekt";"1x1"
"$036D2";"Zeit bis endgueltig geheilt";"1x1"
"$036D4";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0343E";"STF SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03440";"STF SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03442";"STF SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03438";"STF SRC unten  Zeit bis endgueltig defekt";"1x1"
"$0343A";"STF SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$0343C";"STF SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03328";"U_Batt SRC oben  Zeit bis endgueltig defekt";"1x1"
"$0332A";"U_Batt SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$0332C";"U_Batt SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03322";"U_Batt SRC unten  Zeit bis endgueltig defekt";"1x1"
"$03324";"U_Batt SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$03326";"U_Batt SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$035D8";"U_Ref SRC oben  Zeit bis endgueltig defekt";"1x1"
"$035DA";"U_Ref SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$035DC";"U_Ref SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$035D2";"U_Ref SRC unten  Zeit bis endgueltig defekt";"1x1"
"$035D4";"U_Ref SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$035D6";"U_Ref SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$038D0";"UV1 Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$038D2";"UV1 Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$038D4";"UV1 Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$038D6";"UV1 Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$038D8";"UV1 Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$038DA";"UV1 Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$033E2";"WTF dyn. Plaus.  Zeit bis endgueltig defekt";"1x1"
"$033E4";"WTF dyn. Plaus.  Zeit bis endgueltig geheilt";"1x1"
"$033E6";"WTF dyn. Plaus.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$033D6";"WTF SRC oben  Zeit bis endgueltig defekt";"1x1"
"$033D8";"WTF SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$033DA";"WTF SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$033D0";"WTF SRC unten  Zeit bis endgueltig defekt";"1x1"
"$033D2";"WTF SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$033D4";"WTF SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$033DC";"WTF Betriebstemp.  Zeit bis endgueltig defekt";"1x1"
"$033DE";"WTF Betriebstemp.  Zeit bis endgueltig geheilt";"1x1"
"$033E0";"WTF Betriebstemp.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03D20";"FreezeFrame Umweltbedingung 01";"1x1"
"$03D22";"FreezeFrame Umweltbedingung 02";"1x1"
"$03D24";"FreezeFrame Umweltbedingung 03";"1x1"
"$03D26";"FreezeFrame Umweltbedingung 04";"1x1"
"$03D28";"FreezeFrame Umweltbedingung 05";"1x1"
"$03D2A";"FreezeFrame Umweltbedingung 06";"1x1"
"$03D2C";"FreezeFrame Umweltbedingung 07";"1x1"
"$03D2E";"FreezeFrame Umweltbedingung 08";"1x1"
"$03D30";"FreezeFrame Umweltbedingung 09";"1x1"
"$03D32";"FreezeFrame Umweltbedingung 10";"1x1"
"$03D34";"FreezeFrame Umweltbedingung 11";"1x1"
"$03D36";"FreezeFrame Umweltbedingung 12";"1x1"
"$03D38";"FreezeFrame Umweltbedingung 13";"1x1"
"$03D3A";"FreezeFrame Umweltbedingung 14";"1x1"
"$03D3C";"FreezeFrame Umweltbedingung 15";"1x1"
"$03D3E";"FreezeFrame Umweltbedingung 16";"1x1"
"$03D40";"FreezeFrame Umweltbedingung 17";"1x1"
"$03D42";"FreezeFrame Umweltbedingung 18";"1x1"
"$03D44";"FreezeFrame Umweltbedingung 19";"1x1"
"$03D46";"FreezeFrame Umweltbedingung 20";"1x1"
"$03514";"ADF  Blinkcode";"1x1"
"$03516";"ADF  CARB Speichercode Bit 0";"1x1"
"$03518";"ADF  CARB Speichercode Bit 1";"1x1"
"$0351A";"ADF  CARB Speichercode Bit 2";"1x1"
"$0351C";"ADF  CARB Speichercode Bit 3";"1x1"
"$0351E";"ADF  CARB Speichercode Bit 4";"1x1"
"$03520";"ADF  CARB Speichercode Bit 5";"1x1"
"$03522";"ADF  CARB Speichercode Bit 6";"1x1"
"$03524";"ADF  CARB Speichercode Bit 7";"1x1"
"$03511";"ADF  Entrprellmodus";"1x1"
"$03512";"ADF  Startwert Eintragzaehler";"1x1"
"$03513";"ADF  Startwert Heilungszaehler";"1x1"
"$03510";"ADF  Prioritaet";"1x1"
"$0350E";"ADF  Code fuer Fehlerspeicherung";"1x1"
"$03526";"ADF Umweltbedingung 1";"1x1"
"$03528";"ADF Umweltbedingung 2";"1x1"
"$0352A";"ADF Umweltbedingung 3";"1x1"
"$0352C";"ADF Umweltbedingung 4";"1x1"
"$0352E";"ADF Umweltbedingung 5";"1x1"
"$037CE";"ARF  Blinkcode";"1x1"
"$037D0";"ARF  CARB Speichercode Bit 0";"1x1"
"$037D2";"ARF  CARB Speichercode Bit 1";"1x1"
"$037D4";"ARF  CARB Speichercode Bit 2";"1x1"
"$037D6";"ARF  CARB Speichercode Bit 3";"1x1"
"$037D8";"ARF  CARB Speichercode Bit 4";"1x1"
"$037DA";"ARF  CARB Speichercode Bit 5";"1x1"
"$037DC";"ARF  CARB Speichercode Bit 6";"1x1"
"$037DE";"ARF  CARB Speichercode Bit 7";"1x1"
"$037CB";"ARF  Entrprellmodus";"1x1"
"$037CC";"ARF  Startwert Eintragzaehler";"1x1"
"$037CD";"ARF  Startwert Heilungszaehler";"1x1"
"$037CA";"ARF  Prioritaet";"1x1"
"$037C8";"ARF  Code fuer Fehlerspeicherung";"1x1"
"$037E0";"ARF Umweltbedingung 1";"1x1"
"$037E2";"ARF Umweltbedingung 2";"1x1"
"$037E4";"ARF Umweltbedingung 3";"1x1"
"$037E6";"ARF Umweltbedingung 4";"1x1"
"$037E8";"ARF Umweltbedingung 5";"1x1"
"$037A0";"ARS  Blinkcode";"1x1"
"$037A2";"ARS  CARB Speichercode Bit 0";"1x1"
"$037A4";"ARS  CARB Speichercode Bit 1";"1x1"
"$037A6";"ARS  CARB Speichercode Bit 2";"1x1"
"$037A8";"ARS  CARB Speichercode Bit 3";"1x1"
"$037AA";"ARS  CARB Speichercode Bit 4";"1x1"
"$037AC";"ARS  CARB Speichercode Bit 5";"1x1"
"$037AE";"ARS  CARB Speichercode Bit 6";"1x1"
"$037B0";"ARS  CARB Speichercode Bit 7";"1x1"
"$0379D";"ARS  Entrprellmodus";"1x1"
"$0379E";"ARS  Startwert Eintragzaehler";"1x1"
"$0379F";"ARS  Startwert Heilungszaehler";"1x1"
"$0379C";"ARS  Prioritaet";"1x1"
"$0379A";"ARS  Code fuer Fehlerspeicherung";"1x1"
"$037B2";"ARS Umweltbedingung 1";"1x1"
"$037B4";"ARS Umweltbedingung 2";"1x1"
"$037B6";"ARS Umweltbedingung 3";"1x1"
"$037B8";"ARS Umweltbedingung 4";"1x1"
"$037BA";"ARS Umweltbedingung 5";"1x1"
"$03B0A";"BDP  Blinkcode";"1x1"
"$03B0C";"BDP  CARB Speichercode Bit 0";"1x1"
"$03B0E";"BDP  CARB Speichercode Bit 1";"1x1"
"$03B10";"BDP  CARB Speichercode Bit 2";"1x1"
"$03B12";"BDP  CARB Speichercode Bit 3";"1x1"
"$03B14";"BDP  CARB Speichercode Bit 4";"1x1"
"$03B16";"BDP  CARB Speichercode Bit 5";"1x1"
"$03B18";"BDP  CARB Speichercode Bit 6";"1x1"
"$03B1A";"BDP  CARB Speichercode Bit 7";"1x1"
"$03B07";"BDP  Entrprellmodus";"1x1"
"$03B08";"BDP  Startwert Eintragzaehler";"1x1"
"$03B09";"BDP  Startwert Heilungszaehler";"1x1"
"$03B06";"BDP  Prioritaet";"1x1"
"$03B04";"BDP  Code fuer Fehlerspeicherung";"1x1"
"$03B1C";"Umweltbedingung 1";"1x1"
"$03B1E";"Umweltbedingung 2";"1x1"
"$03B20";"Umweltbedingung 3";"1x1"
"$03B22";"Umweltbedingung 4";"1x1"
"$03B24";"Umweltbedingung 5";"1x1"
"$03B94";"BRE  Blinkcode";"1x1"
"$03B96";"BRE  CARB Speichercode Bit 0";"1x1"
"$03B98";"BRE  CARB Speichercode Bit 1";"1x1"
"$03B9A";"BRE  CARB Speichercode Bit 2";"1x1"
"$03B9C";"BRE  CARB Speichercode Bit 3";"1x1"
"$03B9E";"BRE  CARB Speichercode Bit 4";"1x1"
"$03BA0";"BRE  CARB Speichercode Bit 5";"1x1"
"$03BA2";"BRE  CARB Speichercode Bit 6";"1x1"
"$03BA4";"BRE  CARB Speichercode Bit 7";"1x1"
"$03B91";"BRE  Entrprellmodus";"1x1"
"$03B92";"BRE  Startwert Eintragzaehler";"1x1"
"$03B93";"BRE  Startwert Heilungszaehler";"1x1"
"$03B90";"BRE  Prioritaet";"1x1"
"$03B8E";"BRE  Code fuer Fehlerspeicherung";"1x1"
"$03BA6";"BRE Umweltbedingung 1";"1x1"
"$03BA8";"BRE Umweltbedingung 2";"1x1"
"$03BAA";"BRE Umweltbedingung 3";"1x1"
"$03BAC";"BRE Umweltbedingung 4";"1x1"
"$03BAE";"BRE Umweltbedingung 5";"1x1"
"$03BEA";"CAN  Blinkcode";"1x1"
"$03BEC";"CAN  CARB Speichercode Bit 0";"1x1"
"$03BEE";"CAN  CARB Speichercode Bit 1";"1x1"
"$03BF0";"CAN  CARB Speichercode Bit 2";"1x1"
"$03BF2";"CAN  CARB Speichercode Bit 3";"1x1"
"$03BF4";"CAN  CARB Speichercode Bit 4";"1x1"
"$03BF6";"CAN  CARB Speichercode Bit 5";"1x1"
"$03BF8";"CAN  CARB Speichercode Bit 6";"1x1"
"$03BFA";"CAN  CARB Speichercode Bit 7";"1x1"
"$03BE7";"CAN  Entrprellmodus";"1x1"
"$03BE8";"CAN  Startwert Eintragzaehler";"1x1"
"$03BE9";"CAN  Startwert Heilungszaehler";"1x1"
"$03BE6";"CAN  Prioritaet";"1x1"
"$03BE4";"CAN  Code fuer Fehlerspeicherung";"1x1"
"$03BFC";"CAN Umweltbedingung 1";"1x1"
